id,age
682,28
683,42
684,29
685,34
686,42
687,38
688,29
689,38
690,28
691,40
692,28
693,39
694,35
695,45
696,46
697,50
698,24
699,36
700,23
701,35
702,45
703,21
704,40
705,48
706,41
707,33
708,42
709,27
710,54
711,38
712,43
713,31
714,42
715,32
716,28
717,44
718,43
719,36
720,34
721,28
722,41
723,31
724,40
725,18
726,35
727,18
728,52
729,30
730,41
731,49
732,18
733,30
734,32
735,46
736,48
737,49
738,39
739,29
740,59
741,36
742,28
743,18
744,51
745,44
746,26
747,31
748,39
749,43
750,21
751,27
752,37
753,23
754,20
755,44
756,31
757,28
758,38
759,27
760,43
761,29
762,32
763,36
764,20
765,33
766,44
767,57
768,35
769,18
770,47
771,29
772,28
773,31
774,28
775,33
776,33
777,51
778,36
779,18
780,34
781,34
782,35
783,35
784,25
785,34
786,41
787,34
788,21
789,23
790,48
791,39
792,37
793,34
794,39
795,35
796,34
797,25
798,40
799,46
800,35
801,48
802,28
803,36
804,60
805,52
806,53
807,44
808,39
809,42
810,36
811,43
812,38
813,18
814,37
815,23
816,31
817,30
818,31
819,39
820,50
821,18
822,18
823,20
824,37
825,37
826,43
827,35
828,18
829,55
830,50
831,19
832,36
833,52
834,39
835,44
836,18
837,28
838,43
839,42
840,23
841,30
842,29
843,32
844,40
845,37
846,47
847,30
848,46
849,18
850,49
851,25
852,22
853,32
854,39
855,43
856,32
857,24
858,42
859,40
860,42
861,25
862,34
863,18
864,45
865,33
866,44
867,37
868,36
869,29
870,43
871,52
872,25
873,44
874,18
875,18
876,18
877,26
878,18
879,43
880,31
881,47
882,24
883,37
884,18
885,24
886,53
887,32
888,29
889,31
890,32
891,40
892,21
893,49
894,36
895,26
896,22
897,38
898,26
899,53
900,37
901,54
902,24
903,22
904,49
905,28
906,37
907,26
908,33
909,33
910,28
911,32
912,36
913,18
914,35
915,25
916,33
917,45
918,52
919,40
920,39
921,36
922,24
923,38
924,37
925,39
926,48
927,18
928,27
929,40
930,44
931,58
932,20
933,44
934,18
935,37
936,18
937,38
938,30
939,30
940,41
941,20
942,44
943,18
944,45
945,43
946,36
947,30
948,34
949,24
950,21
951,34
952,30
953,39
954,54
955,54
956,38
957,49
958,31
959,42
960,30
961,28
962,49
963,28
964,18
965,37
966,19
967,30
968,36
969,38
970,37
971,37
972,24
973,32
974,45
975,32
976,37
977,36
978,33
979,47
980,19
981,41
982,45
983,44
984,35
985,41
986,38
987,40
988,18
989,26
990,29
991,39
992,35
993,33
994,31
995,32
996,47
997,44
998,39
999,38
1000,41
1001,36
1002,36
1003,30
1004,47
1005,33
1006,39
1007,18
1008,52
1009,19
1010,34
1011,43
1012,47
1013,60
1014,40
1015,22
1016,27
1017,44
1018,18
1019,34
1020,32
1021,47
1022,52
1023,21
1024,42
1025,32
1026,33
1027,35
1028,49
1029,26
1030,33
1031,34
1032,35
1033,25
1034,49
1035,48
1036,24
1037,18
1038,27
1039,21
1040,40
1041,30
1042,25
1043,25
1044,44
1045,25
1046,32
1047,18
1048,51
1049,28
1050,40
1051,29
1052,38
1053,34
1054,30
1055,23
1056,44
1057,35
1058,40
1059,45
1060,46
1061,43
1062,45
1063,26
1064,30
1065,29
1066,36
1067,37
1068,51
1069,47
1070,34
1071,31
1072,50
1073,33
1074,40
1075,18
1076,41
1077,36
1078,41
1079,32
1080,51
1081,27
1082,19
1083,31
1084,28
1085,32
1086,30
1087,41
1088,46
1089,25
1090,32
1091,46
1092,30
1093,18
1094,22
1095,42
1096,18
1097,42
1098,42
1099,20
1100,34
1101,27
1102,58
1103,44
1104,18
1105,26
1106,30
1107,27
1108,41
1109,23
1110,57
1111,31
1112,38
1113,49
1114,26
1115,35
1116,52
1117,18
1118,33
1119,50
1120,26
1121,32
1122,28
1123,39
1124,30
1125,36
1126,37
1127,52
1128,33
1129,26
1130,44
1131,37
1132,40
1133,33
1134,49
1135,25
1136,31
1137,37
1138,39
1139,40
1140,34
1141,30
1142,38
1143,25
1144,35
1145,33
1146,42
1147,34
1148,32
1149,57
1150,32
1151,18
1152,19
1153,34
1154,23
1155,31
1156,18
1157,44
1158,30
1159,42
1160,42
1161,26
1162,23
1163,26
1164,38
1165,30
1166,38
1167,27
1168,25
1169,29
1170,49
1171,38
1172,37
1173,56
1174,33
1175,46
1176,38
1177,43
1178,46
1179,39
1180,34
1181,40
1182,27
1183,31
1184,26
1185,53
1186,32
1187,40
1188,26
1189,39
1190,51
1191,42
1192,55
1193,35
1194,34
1195,24
1196,44
1197,50
1198,39
1199,30
1200,20
1201,41
1202,33
1203,24
1204,24
1205,18
1206,22
1207,18
1208,29
1209,28
1210,33
1211,35
1212,39
1213,55
1214,42
1215,30
1216,33
1217,23
1218,24
1219,28
1220,37
1221,43
1222,37
1223,40
1224,60
1225,51
1226,50
1227,27
1228,30
1229,18
1230,28
1231,33
1232,34
1233,34
1234,22
1235,37
1236,47
1237,31
1238,41
1239,30
1240,27
1241,34
1242,18
1243,27
1244,29
1245,34
1246,41
1247,21
1248,30
1249,40
1250,35
1251,44
1252,49
1253,45
1254,52
1255,26
1256,31
1257,31
1258,29
1259,40
1260,31
1261,32
1262,28
1263,39
1264,24
1265,49
1266,34
1267,41
1268,24
1269,43
1270,36
1271,30
1272,34
1273,32
1274,33
1275,29
1276,40
1277,24
1278,40
1279,26
1280,37
1281,28
1282,32
1283,29
1284,36
1285,26
1286,37
1287,41
1288,50
1289,48
1290,18
1291,38
1292,24
1293,47
1294,47
1295,35
1296,28
1297,48
1298,40
1299,47
1300,35
1301,56
1302,37
1303,48
1304,39
1305,22
1306,19
1307,37
1308,38
1309,25
1310,29
1311,48
1312,32
1313,32
1314,27
1315,44
1316,24
1317,32
1318,28
1319,39
1320,52
1321,43
1322,29
1323,28
1324,47
1325,39
1326,34
1327,30
1328,31
1329,28
1330,46
1331,31
1332,26
1333,28
1334,28
1335,30
1336,50
1337,45
1338,29
1339,23
1340,37
1341,30
1342,31
1343,42
1344,35
1345,57
1346,36
1347,53
1348,28
1349,30
1350,38
1351,27
1352,38
1353,25
1354,23
1355,25
1356,33
1357,45
1358,29
1359,37
1360,25
1361,30
1362,37
1363,37
1364,30
1365,35
1366,26
1367,28
1368,26
1369,36
1370,39
1371,36
1372,42
1373,27
1374,39
1375,44
1376,48
1377,60
1378,19
1379,22
1380,18
1381,39
1382,33
1383,28
1384,34
1385,34
1386,38
1387,20
1388,18
1389,37
1390,43
1391,36
1392,57
1393,30
1394,49
1395,41
1396,35
1397,31
1398,34
1399,31
1400,41
1401,34
1402,31
1403,50
1404,32
1405,30
1406,56
1407,55
1408,33
1409,29
1410,30
1411,36
1412,57
1413,42
1414,26
1415,22
1416,30
1417,31
1418,19
1419,36
1420,22
1421,34
1422,38
1423,27
1424,49
1425,29
1426,38
1427,35
1428,38
1429,42
1430,54
1431,27
1432,35
1433,51
1434,28
1435,47
1436,38
1437,44
1438,18
1439,27
1440,33
1441,28
1442,23
1443,21
1444,32
1445,38
1446,45
1447,46
1448,36
1449,50
1450,21
1451,47
1452,49
1453,40
1454,60
1455,29
1456,44
1457,31
1458,39
1459,35
1460,35
1461,24
1462,39
1463,41
1464,27
1465,28
1466,24
1467,39
1468,35
1469,43
1470,53
1471,45
1472,19
1473,20
1474,27
1475,47
1476,38
1477,31
1478,49
1479,48
1480,18
1481,38
1482,27
1483,18
1484,27
1485,33
1486,28
1487,49
1488,33
1489,46
1490,52
1491,28
1492,30
1493,33
1494,38
1495,33
1496,46
1497,36
1498,27
1499,44
1500,23
1501,39
1502,36
1503,29
1504,25
1505,35
1506,37
1507,24
1508,32
1509,35
1510,23
1511,26
1512,33
1513,40
1514,28
1515,60
1516,41
1517,30
1518,28
1519,40
1520,35
1521,22
1522,27
1523,54
1524,28
1525,39
1526,37
1527,36
1528,18
1529,33
1530,33
1531,18
1532,18
1533,33
1534,32
1535,47
1536,31
1537,34
1538,47
1539,45
1540,36
1541,25
1542,28
1543,30
1544,31
1545,37
1546,21
1547,29
1548,30
1549,34
1550,44
1551,29
1552,18
1553,28
1554,21
1555,45
1556,28
1557,48
1558,27
1559,26
1560,38
1561,41
1562,33
1563,43
1564,26
1565,25
1566,42
1567,34
1568,39
1569,39
1570,42
1571,35
1572,45
1573,50
1574,38
1575,39
1576,23
1577,44
1578,29
1579,44
1580,33
1581,29
1582,36
1583,18
1584,32
1585,35
1586,21
1587,36
1588,41
1589,42
1590,55
1591,33
1592,37
1593,41
1594,52
1595,38
1596,28
1597,25
1598,28
1599,46
1600,45
1601,44
1602,49
1603,32
1604,21
1605,51
1606,40
1607,29
1608,38
1609,39
1610,18
1611,45
1612,31
1613,39
1614,25
1615,27
1616,33
1617,20
1618,38
1619,41
1620,27
1621,35
1622,20
1623,43
1624,31
1625,24
1626,33
1627,50
1628,38
1629,41
1630,32
1631,53
1632,42
1633,43
1634,30
1635,27
1636,44
1637,25
1638,44
1639,26
1640,24
1641,18
1642,44
1643,24
1644,18
1645,26
1646,37
1647,24
1648,27
1649,39
1650,37
1651,56
1652,37
1653,18
1654,41
1655,36
1656,43
1657,39
1658,42
1659,23
1660,36
1661,40
1662,52
1663,46
1664,31
1665,39
1666,47
1667,33
1668,46
1669,45
1670,38
1671,46
1672,49
1673,38
1674,43
1675,26
1676,47
1677,34
1678,28
1679,52
1680,28
1681,18
1682,32
1683,25
1684,37
1685,28
1686,38
1687,23
1688,30
1689,31
1690,45
1691,27
1692,40
1693,27
1694,32
1695,59
1696,57
1697,37
1698,23
1699,35
1700,43
1701,18
1702,18
1703,21
1704,39
1705,24
1706,31
1707,26
1708,28
1709,36
1710,25
1711,29
1712,36
1713,29
1714,40
1715,33
1716,44
1717,36
1718,29
1719,18
1720,39
1721,38
1722,42
1723,45
1724,30
1725,37
1726,35
1727,18
1728,27
1729,22
1730,18
1731,39
1732,46
1733,57
1734,39
1735,39
1736,31
1737,38
1738,37
1739,24
1740,31
1741,28
1742,36
1743,40
1744,49
1745,34
1746,33
1747,22
1748,28
1749,37
1750,60
1751,38
1752,44
1753,50
1754,35
1755,18
1756,39
1757,34
1758,37
1759,31
1760,23
1761,30
1762,41
1763,34
1764,47
1765,26
1766,23
1767,36
1768,44
1769,33
1770,26
1771,40
1772,23
1773,38
1774,30
1775,50
1776,28
1777,23
1778,35
1779,39
1780,31
1781,43
1782,25
1783,55
1784,39
1785,34
1786,44
1787,47
1788,42
1789,18
1790,38
1791,47
1792,26
1793,37
1794,39
1795,37
1796,39
1797,24
1798,21
1799,18
1800,34
1801,23
1802,38
1803,40
1804,33
1805,22
1806,31
1807,39
1808,18
1809,23
1810,29
1811,28
1812,34
1813,44
1814,31
1815,42
1816,45
1817,58
1818,18
1819,25
1820,45
1821,34
1822,46
1823,47
1824,33
1825,42
1826,46
1827,49
1828,27
1829,24
1830,19
1831,43
1832,49
1833,20
1834,32
1835,32
1836,51
1837,36
1838,41
1839,37
1840,41
1841,41
1842,53
1843,49
1844,49
1845,39
1846,23
1847,40
1848,37
1849,30
1850,32
1851,43
1852,27
1853,37
1854,26
1855,46
1856,20
1857,20
1858,18
1859,18
1860,38
1861,32
1862,31
1863,26
1864,22
1865,39
1866,40
1867,22
1868,38
1869,47
1870,24
1871,41
1872,27
1873,28
1874,42
1875,43
1876,30
1877,38
1878,21
1879,37
1880,31
1881,18
1882,38
1883,41
1884,35
1885,50
1886,40
1887,43
1888,35
1889,39
1890,34
1891,51
1892,27
1893,35
1894,34
1895,21
1896,18
1897,49
1898,60
1899,31
1900,35
1901,36
1902,58
1903,42
1904,46
1905,37
1906,48
1907,60
1908,25
1909,27
1910,24
1911,19
1912,24
1913,38
1914,33
1915,27
1916,33
1917,33
1918,39
1919,44
1920,34
1921,56
1922,25
1923,44
1924,34
1925,51
1926,37
1927,42
1928,20
1929,33
1930,18
1931,22
1932,46
1933,29
1934,40
1935,24
1936,39
1937,49
1938,36
1939,46
1940,44
1941,41
1942,18
1943,31
1944,37
1945,31
1946,39
1947,42
1948,22
1949,50
1950,38
1951,45
1952,33
1953,18
1954,30
1955,47
1956,36
1957,28
1958,43
1959,20
1960,35
1961,32
1962,34
1963,24
1964,43
1965,40
1966,45
1967,24
1968,24
1969,34
1970,38
1971,26
1972,30
1973,31
1974,33
1975,31
1976,35
1977,45
1978,33
1979,42
1980,38
1981,28
1982,38
1983,29
1984,19
1985,40
1986,40
1987,31
1988,35
1989,49
1990,31
1991,27
1992,46
1993,47
1994,39
1995,33
1996,34
1997,44
1998,44
1999,44
2000,44
2001,25
2002,47
2003,35
2004,24
2005,35
2006,46
2007,19
2008,27
2009,18
2010,44
2011,51
2012,47
2013,30
2014,21
2015,26
2016,49
2017,32
2018,29
2019,30
2020,20
2021,43
2022,29
2023,44
2024,33
2025,22
2026,25
2027,53
2028,18
2029,33
2030,28
2031,24
2032,19
2033,41
2034,43
2035,31
2036,30
2037,43
2038,19
2039,35
2040,34
2041,24
2042,31
2043,38
2044,46
2045,33
2046,28
2047,51
2048,27
2049,18
2050,37
2051,22
2052,38
2053,47
2054,30
2055,32
2056,41
2057,40
2058,44
2059,32
2060,48
2061,43
2062,35
2063,36
2064,33
2065,34
2066,21
2067,25
2068,18
2069,33
2070,44
2071,46
2072,31
2073,32
2074,48
2075,37
2076,31
2077,31
2078,30
2079,40
2080,24
2081,39
2082,44
2083,34
2084,42
2085,45
2086,36
2087,39
2088,33
2089,40
2090,18
2091,25
2092,31
2093,33
2094,18
2095,33
2096,25
2097,26
2098,22
2099,42
2100,27
2101,34
2102,45
2103,18
2104,29
2105,40
2106,23
2107,41
2108,25
2109,37
2110,35
2111,50
2112,31
2113,18
2114,42
2115,28
2116,32
2117,26
2118,38
2119,29
2120,27
2121,38
2122,41
2123,41
2124,26
2125,35
2126,38
2127,33
2128,41
2129,33
2130,50
2131,48
2132,29
2133,40
2134,18
2135,35
2136,25
2137,35
2138,30
2139,31
2140,31
2141,41
2142,39
2143,45
2144,37
2145,18
2146,21
2147,54
2148,58
2149,18
2150,40
2151,55
2152,32
2153,44
2154,38
2155,32
2156,34
2157,25
2158,35
2159,36
2160,20
2161,27
2162,44
2163,31
2164,41
2165,43
2166,42
2167,26
2168,38
2169,37
2170,34
2171,25
2172,21
2173,24
2174,55
2175,30
2176,36
2177,29
2178,37
2179,30
2180,28
2181,29
2182,42
2183,34
2184,34
2185,31
2186,24
2187,42
2188,40
2189,32
2190,41
2191,36
2192,43
2193,47
2194,43
2195,39
2196,39
2197,28
2198,36
2199,18
2200,32
2201,28
2202,19
2203,42
2204,33
2205,32
2206,31
2207,28
2208,37
2209,41
2210,31
2211,45
2212,28
2213,18
2214,32
2215,31
2216,31
2217,43
2218,37
2219,29
2220,41
2221,28
2222,41
2223,24
2224,24
2225,18
2226,35
2227,38
2228,25
2229,51
2230,34
2231,49
2232,44
2233,47
2234,32
2235,37
2236,28
2237,46
2238,23
2239,48
2240,42
2241,20
2242,41
2243,41
2244,38
2245,36
2246,46
2247,54
2248,20
2249,35
2250,32
2251,46
2252,49
2253,42
2254,37
2255,26
2256,35
2257,38
2258,37
2259,31
2260,47
2261,27
2262,39
2263,26
2264,46
2265,39
2266,46
2267,38
2268,36
2269,37
2270,42
2271,27
2272,34
2273,33
2274,37
2275,47
2276,28
2277,49
2278,30
2279,28
2280,18
2281,33
2282,40
2283,35
2284,35
2285,30
2286,29
2287,43
2288,21
2289,20
2290,38
2291,43
2292,53
2293,22
2294,27
2295,31
2296,28
2297,35
2298,42
2299,39
2300,18
2301,34
2302,47
2303,37
2304,39
2305,30
2306,28
2307,60
2308,32
2309,43
2310,37
2311,18
2312,27
2313,24
2314,35
2315,35
2316,39
2317,21
2318,32
2319,41
2320,50
2321,31
2322,28
2323,35
2324,18
2325,40
2326,28
2327,29
2328,32
2329,25
2330,21
2331,29
2332,18
2333,51
2334,28
2335,38
2336,34
2337,33
2338,27
2339,39
2340,34
2341,53
2342,18
2343,42
2344,30
2345,39
2346,41
2347,41
2348,27
2349,27
2350,41
2351,41
2352,18
2353,31
2354,43
2355,40
2356,35
2357,20
2358,21
2359,31
2360,34
2361,32
2362,18
2363,41
2364,39
2365,51
2366,49
2367,38
2368,31
2369,39
2370,19
2371,31
2372,37
2373,35
2374,50
2375,26
2376,26
2377,32
2378,21
2379,30
2380,43
2381,35
2382,29
2383,38
2384,36
2385,31
2386,24
2387,30
2388,25
2389,48
2390,39
2391,26
2392,18
2393,31
2394,22
2395,30
2396,37
2397,44
2398,33
2399,28
2400,33
2401,34
2402,36
2403,28
2404,40
2405,38
2406,26
2407,18
2408,45
2409,34
2410,29
2411,40
2412,30
2413,37
2414,36
2415,41
2416,38
2417,31
2418,32
2419,24
2420,33
2421,28
2422,27
2423,34
2424,34
2425,32
2426,27
2427,27
2428,23
2429,46
2430,18
2431,30
2432,27
2433,39
2434,38
2435,38
2436,49
2437,53
2438,32
2439,35
2440,29
2441,32
2442,32
2443,24
2444,32
2445,44
2446,25
2447,26
2448,38
2449,44
2450,37
2451,26
2452,27
2453,42
2454,20
2455,38
2456,34
2457,30
2458,33
2459,43
2460,39
2461,36
2462,33
2463,39
2464,33
2465,47
2466,33
2467,36
2468,22
2469,30
2470,44
2471,18
2472,36
2473,44
2474,33
2475,57
2476,33
2477,37
2478,24
2479,23
2480,26
2481,41
2482,36
2483,58
2484,25
2485,37
2486,27
2487,42
2488,34
2489,45
2490,26
2491,54
2492,50
2493,50
2494,39
2495,51
2496,33
2497,47
2498,23
2499,33
2500,48
2501,30
2502,43
2503,42
2504,22
2505,31
2506,48
2507,30
2508,48
2509,46
2510,21
2511,23
2512,18
2513,33
2514,24
2515,33
2516,51
2517,30
2518,39
2519,28
2520,32
2521,35
2522,31
2523,46
2524,36
2525,37
2526,18
2527,41
2528,19
2529,23
2530,29
2531,21
2532,49
2533,27
2534,24
2535,44
2536,28
2537,43
2538,38
2539,32
2540,32
2541,18
2542,38
2543,45
2544,39
2545,34
2546,27
2547,42
2548,34
2549,28
2550,36
2551,29
2552,42
2553,32
2554,35
2555,28
2556,34
2557,30
2558,34
2559,21
2560,45
2561,37
2562,25
2563,30
2564,24
2565,28
2566,24
2567,40
2568,37
2569,46
2570,49
2571,51
2572,30
2573,48
2574,33
2575,59
2576,30
2577,23
2578,38
2579,48
2580,18
2581,26
2582,20
2583,31
2584,38
2585,18
2586,41
2587,18
2588,25
2589,38
2590,26
2591,31
2592,27
2593,33
2594,39
2595,28
2596,47
2597,27
2598,36
2599,33
2600,29
2601,44
2602,32
2603,26
2604,29
2605,20
2606,34
2607,52
2608,35
2609,60
2610,42
2611,29
2612,35
2613,43
2614,43
2615,27
2616,26
2617,39
2618,34
2619,33
2620,18
2621,38
2622,23
2623,43
2624,44
2625,50
2626,18
2627,28
2628,30
2629,34
2630,48
2631,46
2632,38
2633,35
2634,50
2635,42
2636,32
2637,33
2638,25
2639,33
2640,39
2641,27
2642,40
2643,18
2644,33
2645,21
2646,39
2647,18
2648,47
2649,24
2650,27
2651,35
2652,37
2653,36
2654,40
2655,48
2656,44
2657,33
2658,49
2659,25
2660,25
2661,31
2662,38
2663,50
2664,33
2665,39
2666,54
2667,40
2668,32
2669,44
2670,28
2671,30
2672,24
2673,30
2674,23
2675,37
2676,47
2677,23
2678,34
2679,57
2680,46
2681,39
2682,30
2683,21
2684,44
2685,29
2686,45
2687,42
2688,45
2689,58
2690,44
2691,33
2692,36
2693,34
2694,44
2695,35
2696,43
2697,31
2698,27
2699,41
2700,38
2701,29
2702,22
2703,51
2704,31
2705,39
2706,32
2707,36
2708,39
2709,37
2710,38
2711,42
2712,18
2713,35
2714,32
2715,30
2716,42
2717,36
2718,28
2719,18
2720,43
2721,33
2722,43
2723,32
2724,40
2725,36
2726,22
2727,34
2728,40
2729,20
2730,57
2731,37
2732,43
2733,31
2734,40
2735,34
2736,19
2737,23
2738,46
2739,19
2740,33
2741,29
2742,27
2743,46
2744,27
2745,44
2746,52
2747,46
2748,24
2749,36
2750,46
2751,29
2752,37
2753,33
2754,32
2755,44
2756,18
2757,26
2758,43
2759,28
2760,24
2761,38
2762,35
2763,37
2764,39
2765,33
2766,36
2767,57
2768,39
2769,33
2770,32
2771,20
2772,22
2773,31
2774,47
2775,29
2776,21
2777,18
2778,19
2779,37
2780,27
2781,39
2782,24
2783,32
2784,46
2785,34
2786,38
2787,45
2788,32
2789,33
2790,27
2791,34
2792,23
2793,38
2794,47
2795,31
2796,40
2797,50
2798,19
2799,31
2800,30
2801,32
2802,36
2803,33
2804,18
2805,27
2806,37
2807,30
2808,56
2809,26
2810,44
2811,37
2812,30
2813,26
2814,43
2815,22
2816,36
2817,29
2818,23
2819,37
2820,18
2821,29
2822,38
2823,26
2824,38
2825,31
2826,43
2827,18
2828,37
2829,25
2830,23
2831,24
2832,46
2833,37
2834,18
2835,30
2836,34
2837,30
2838,46
2839,32
2840,18
2841,40
2842,33
2843,18
2844,25
2845,33
2846,19
2847,33
2848,42
2849,33
2850,47
2851,18
2852,39
2853,36
2854,21
2855,25
2856,36
2857,25
2858,28
2859,33
2860,28
2861,33
2862,39
2863,36
2864,34
2865,40
2866,36
2867,46
2868,38
2869,18
2870,42
2871,36
2872,20
2873,43
2874,34
2875,47
2876,47
2877,30
2878,18
2879,34
2880,23
2881,39
2882,33
2883,34
2884,25
2885,34
2886,45
2887,27
2888,39
2889,18
2890,18
2891,18
2892,34
2893,35
2894,20
2895,32
2896,34
2897,34
2898,28
2899,42
2900,18
2901,44
2902,25
2903,40
2904,36
2905,31
2906,29
2907,54
2908,35
2909,18
2910,24
2911,50
2912,33
2913,35
2914,18
2915,47
2916,34
2917,30
2918,22
2919,31
2920,55
2921,36
2922,30
2923,30
2924,26
2925,32
2926,49
2927,19
2928,24
2929,49
2930,44
2931,18
2932,42
2933,46
2934,33
2935,29
2936,35
2937,37
2938,60
2939,39
2940,46
2941,34
2942,18
2943,42
2944,46
2945,41
2946,21
2947,29
2948,40
2949,27
2950,29
2951,33
2952,38
2953,42
2954,31
2955,25
2956,18
2957,46
2958,48
2959,22
2960,27
2961,38
2962,26
2963,45
2964,50
2965,29
2966,34
2967,30
2968,43
2969,44
2970,29
2971,28
2972,31
2973,45
2974,54
2975,33
2976,58
2977,41
2978,36
2979,37
2980,33
2981,38
2982,38
2983,21
2984,32
2985,31
2986,26
2987,44
2988,39
2989,18
2990,40
2991,28
2992,56
2993,18
2994,29
2995,29
2996,30
2997,32
2998,37
